,0
cold,1.1558783686184788
colorful,0.8463908331825419
colorless,1.4377506499533244
colossal,0.5166753008363794
comfortable,1.6948384353984796
common,0.2261258426116416
compassionate,1.8054654940413002
competent,0.9845470025113787
complete,0.15963449518471523
complex,0.8978211635455603
complicated,2.11188545591939
composed,0.0037764412061650817
concerned,1.5613586408456022
concrete,0.9605053938458693
confused,1.0713324637312494
conscious,0.6333553707619367
considerate,1.5273291324684197
constant,0.9576569175754353
content,1.098184894649515
conventional,1.10085453578413
cooked,0.004747533553997032
cool,1.61402597792174
cooperative,0.04772086695971248
coordinated,0.7715908585461791
corny,0.9749569655552014
corrupt,1.0242832330725555
costly,0.6019646473125363
courageous,1.4857514666181668
courteous,0.5209629304747864
crafty,1.5778118316614587
crazy,1.7562459271179236
creamy,0.6444556489711559
creative,2.6910768572441146
creepy,1.9374960637868424
criminal,0.3267168254989158
crisp,1.1466483453741303
critical,1.0173976741394404
crooked,1.5295846086892595
crowded,0.8496166083600224
cruel,1.6120953106166789
crushing,0.25082728552326905
cuddly,1.3008876340279363
cultivated,0.13428943585693376
cultured,0.34590450686115404
cumbersome,1.0425440489412765
curly,0.7526492712482912
curvy,1.5375776206533183
cute,2.3492766371816205
cylindrical,0.8470916390913181
damaged,0.004223321837794801
damp,0.914606282919042
dangerous,1.4378376857951662
dapper,0.4384434159859798
daring,1.7037162473871943
darling,1.8807187083986625
dark,2.321837485012445
dazzling,1.2769965215742558
dead,0.0927506112978536
deadly,1.1632704136268177
deafening,1.0370880122003254
dear,1.4504515761785746
dearest,1.7878014679820606
decent,1.5489206995173392
decimal,0.6767273548004985
decisive,0.7220284990277095
deep,0.7976153434241795
defenseless,1.913348735542345
defensive,1.5330341644210117
defiant,0.8202973755466767
deficient,0.7311430419552011
definite,1.2323190453110318
definitive,0.5491272849570217
delayed,0.7964755841671446
delectable,0.7580387972170263
delicious,0.8899741707090797
delightful,1.403146016443431
delirious,0.33317798719763164
demanding,0.6162453289719193
dense,0.8970844688504663
dental,0.02872114907045739
dependable,1.908746912061272
dependent,0.9327415512175589
descriptive,1.4882994114718404
deserted,0.6124664964370565
detailed,0.5254268848528347
determined,0.7267131805282923
devoted,0.46287016220258187
different,2.276036771096474
difficult,1.9292637627657836
digital,1.317032338790795
diligent,1.4027315020496107
dim,2.0991394569204878
dimpled,1.9354609397159483
dimwitted,1.7977040271392577
direct,0.26242094916940045
disastrous,0.8559624638788139
discrete,2.405077093482919
disfigured,1.3067753615256439
disgusting,1.7706675598719506
disloyal,2.4308116011276377
dismal,1.1490312499914273
distant,2.1417926121968645
downright,1.6761354828109842
dreary,1.6407338127880493
dirty,0.9547498684757157
disguised,0.5674555186495281
dishonest,0.35690620508473114
distinct,1.3070544050564459
distorted,1.9726664423160274
dizzy,0.5655688259137478
dopey,0.835995859158134
doting,1.2488997428277506
double,0.323495098736696
drab,1.5770032604401716
drafty,1.1160066612041688
dramatic,0.9963797400199812
droopy,2.0517054160707446
dry,0.11659530148403979
dual,0.4819844157913334
dull,2.0772688342494736
dutiful,0.6196509506587611
each,0.6887334683530764
eager,1.7135652454969201
earnest,0.9732154235684681
early,1.1788048580090789
easy,1.4216794284683565
easy-going,2.040477555220176
ecstatic,0.4129779638351595
edible,0.0723959176466202
educated,0.03769833820210341
elaborate,0.6602544165426341
elastic,1.3996137019822716
elated,0.46510545836901696
elderly,0.13505016168567513
electric,0.8400732007960723
elegant,1.3801317033225773
elementary,0.16348763593796847
elliptical,1.1566799372062833
embarrassed,1.801441503424683
embellished,0.3737371600636515
eminent,0.06208430143239705
emotional,2.5203073593501415
empty,1.312939960710821
enchanted,1.96788117467414
enchanting,1.0364623738483567
energetic,0.30260940972483147
enlightened,1.8497963917423932
enormous,1.4848603068225017
enraged,0.2544062603609462
entire,0.842645431253075
envious,1.265358086329707
equal,1.1684776543195712
equatorial,0.41485083185868443
essential,1.064262655439461
esteemed,0.599391055728415
ethical,2.5317327042312776
euphoric,1.4718708403230238
even,3.3544382703177615
evergreen,0.1043841754571599
everlasting,1.693469380616469
every,1.1993731023486909
evil,2.0019553573731583
exalted,0.3651198115502775
excellent,0.914745751043105
exemplary,1.2822748354609153
exhausted,0.6243239685195499
excitable,1.5231447959309106
excited,0.9237552728735594
exciting,1.661624818279113
exotic,1.3113316326045406
expensive,1.0401819775145333
experienced,1.1723739222462182
expert,1.2379781754158725
extraneous,2.3354106827037597
extroverted,2.2465708647901943
extra-large,1.506152221170309
extra-small,3.1788239838480754
fabulous,1.555400497759743
failing,0.5957609098419592
faint,0.9764490397413232
fair,0.07767801694757996
faithful,1.3541227082983038
fake,1.972049603475658
false,1.670911510906008
familiar,1.1516654350717308
famous,0.20076357842273856
fancy,2.0831550572939945
fantastic,0.9251440972205915
far,1.076921830762164
faraway,1.3941036094206574
far-flung,3.2178969700293507
far-off,2.2552860017468563
fast,0.2817316517667669
fat,0.8945108104402618
fatal,0.02794601767934821
fatherly,0.7642499061309397
favorable,1.436313611771768
favorite,0.5050398976983684
fearful,1.4207312000911116
fearless,2.2211096641992913
feisty,0.547893789967311
feline,0.5204679242169529
female,0.17865737874423163
feminine,1.2631337908292701
few,2.599758640185693
fickle,2.710918577555293
filthy,1.2023933115141072
fine,0.7235860018026834
finished,0.2268948380495505
firm,0.47980364684000887
first,0.28744372426593506
firsthand,1.1515898570046403
fitting,0.6909648812476061
fixed,0.6135094189111961
flaky,0.17278318370436188
flamboyant,0.05568065973999938
flashy,1.510303323709005
flat,0.5611611810649296
flawed,1.9589049722721554
flawless,0.852046508514545
flickering,1.055648761798978
flimsy,1.69729135023131
flippant,1.2387488872350279
flowery,0.33515499044603453
fluffy,1.866541178102434
fluid,0.3886189660449685
flustered,1.2849428477871503
focused,2.2289732983392665
fond,0.6634044219127986
foolhardy,1.758705042055662
foolish,2.769469241375551
forceful,1.857871591236361
forked,0.591753283465832
formal,1.0575973611233094
forsaken,1.0392370976543952
forthright,1.4805846176986537
fortunate,0.3969292209705853
fragrant,0.06634004453623514
frail,0.4684784166438282
frank,0.4772835611546804
frayed,0.15193613957658897
free,0.34235521106235206
French,0.1291512401130519
fresh,0.2065899926193536
frequent,0.4479956685330614
friendly,1.5871967635574586
frightened,2.048080268919618
frightening,2.0089840540928523
frigid,0.4893673729189992
frilly,0.880161035937207
frizzy,0.78218287284699
frivolous,1.8363489962758046
front,0.19466049237436236
frosty,1.045579516084443
frozen,0.5328295029826519
frugal,0.1800405394075422
fruitful,0.4340754901479589
full,0.2216619156889993
fumbling,0.8629069092272408
functional,0.2645198293372787
funny,1.7508923959354346
fussy,0.7825560690252965
fuzzy,1.94891224208642
gargantuan,0.08155117070452535
gaseous,0.5513129529684759
general,0.3500515733467355
generous,1.3397250762843322
gentle,1.779607982777162
genuine,1.1796165666906124
giant,0.9603887044377822
giddy,0.23089555834949596
gigantic,1.4964150348075445
gifted,1.139020430980361
giving,0.6079795283806104
glamorous,0.9440232871528772
glaring,1.027883006287596
glass,0.4522578337605451
gleaming,0.52346029465304
gleeful,0.5679238133428725
glistening,0.18823534496631616
glittering,1.0846241324197814
gloomy,1.576939057226839
glorious,0.3795853891487343
glossy,0.4419310377477822
glum,0.5037099934319295
golden,0.18933145927849115
good,0.8412717934871454
good-natured,1.8252838088899042
gorgeous,1.5415855300571715
graceful,1.0863947017091027
gracious,0.571132143235031
grand,0.6803792179612251
grandiose,0.10904357567728373
granular,0.05547620076935305
grateful,1.6857057715156534
grave,0.0024478632214060265
gray,1.3791733153506334
great,0.47789153757939234
greedy,1.6241025049343114
green,0.37260326549885264
gregarious,0.4111338632374525
grim,1.807661510186061
grimy,1.6702613603902243
gripping,1.1178782081287812
grizzled,0.6717878072674597
gross,0.1570869357956871
grotesque,0.20695130684334254
grouchy,1.5792413013196869
grounded,0.8829114521973824
growing,0.6127566484684672
growling,0.8560730387072537
grown,0.0930604581738388
grubby,0.807463839933022
gruesome,0.9637500761481879
grumpy,1.410946828409104
guilty,0.34331383131593307
gullible,2.083533277246531
gummy,0.6655178584207218
hairy,0.43726280134448325
half,0.4953440258797826
handmade,0.17081129943602297
handsome,1.2176130676368693
handy,2.173186127054156
happy,1.2233550674923301
happy-go-lucky,1.6817787650091967
hard,1.2090243314192146
hard-to-find,2.4791842806104025
harmful,1.6404415000610588
harmless,1.3332188920336987
harmonious,1.5133549088815577
harsh,0.9273929577535197
hasty,0.337988896452575
hateful,1.8072812832905318
haunting,1.3893537406173688
healthy,0.7145266099113438
heartfelt,1.2626476838789418
hearty,0.8464677438344452
heavenly,0.9449409448647271
heavy,0.27292099681566545
hefty,1.760685180099765
helpful,2.093337719872932
helpless,1.5364070607020397
hidden,1.8124439023489973
hideous,1.6659164865048923
high,0.21937041108544458
high-level,0.1918786375744636
hilarious,0.6657942064647077
hoarse,0.9605039084578207
hollow,1.4511538421612942
homely,1.4994828573565557
honest,1.7876032770962944
honorable,0.8343368357382479
honored,0.0463048869574686
hopeful,1.8482568525663203
horrible,1.8342651589364476
hospitable,1.7039685905926782
hot,0.8035576123411003
huge,0.9016676986338209
humble,0.7915026580168457
humiliating,1.292066095481745
humming,0.7878806826965875
humongous,1.0517158625641736
hungry,0.6835894417089732
hurtful,2.5131136236254816
husky,0.921000668135814
icky,2.214337080450465
icy,1.529563049945648
ideal,2.0445373218280842
idealistic,2.452806671299556
identical,1.574746443638577
idle,1.8736962336765628
idiotic,3.369652380373961
idolized,0.5029619885411261
ignorant,2.172484921346117
ill,0.1158089579565551
illegal,0.800285818602702
ill-fated,0.2943968039345759
ill-informed,2.4083686629708283
illiterate,0.9747375153417948
illustrious,0.03938437694656161
imaginary,2.806928965711229
imaginative,0.45745821108244317
immaculate,1.648449008701107
immaterial,1.5033601171306517
immediate,0.5488423369353563
immense,0.6682941383529527
impassioned,1.0984116842178375
impeccable,1.909198916965247
impartial,1.1666695819110044
imperfect,1.4093518861872993
imperturbable,1.2006003357532464
impish,2.202744334824761
impolite,2.0137779927873924
important,0.5750731709100316
impossible,2.5103833570263236
impractical,2.0457564582722414
impressionable,2.872404234180685
impressive,1.0381098509515478
improbable,1.8836244227555097
impure,1.5070088081799486
inborn,0.947849591431471
incomparable,0.8241270467774242
incompatible,1.1800421878755245
incomplete,0.7242240383523525
inconsequential,2.160554689502502
incredible,1.747439019741325
indelible,0.8479020253584348
inexperienced,1.7220364034357665
indolent,0.8964025771528207
infamous,0.37536769600336073
infantile,0.9838885940916465
infatuated,1.3244227638938109
inferior,1.4758427895692552
infinite,2.399295916269496
informal,1.2473688975872168
innocent,1.1145463033738912
insecure,2.8479183281856133
insidious,1.0202446680741384
insignificant,2.22492288815839
insistent,0.8379276951255941
instructive,2.457112918977562
insubstantial,1.2013061322119807
intelligent,2.6049242753714172
intent,0.8827149498911031
intentional,1.6067250909534574
interesting,1.2221657257146354
internal,0.8962942604634653
international,0.8627461082173196
intrepid,0.4512942658322753
ironclad,0.0030383328072552994
irresponsible,2.661964914246985
irritating,2.6326528340836424
itchy,0.8508705726124386
jaded,1.6723961748236096
jagged,1.6220929052897421
jam-packed,1.4671159716081683
jaunty,1.307145745968133
jealous,1.9832267860140727
jittery,0.6923142526957161
joint,0.12798105186500539
jolly,1.3595971163435214
jovial,1.1521712283336312
joyful,0.6823025877887232
joyous,0.8978190772111603
jubilant,0.13848911479114162
judicious,0.9369169609144778
juicy,0.46621984008602363
jumbo,0.22425258182406935
junior,0.2998212015674824
jumpy,1.3578290463831217
juvenile,1.2886019457970461
kaleidoscopic,1.9145058851363108
keen,0.37323863314653843
key,1.3908153549013265
kind,1.4838036731055504
kindhearted,1.8277934935177935
kindly,1.685517466489781
klutzy,1.1091166697466117
knobby,0.7915271828503012
knotty,0.2730686321517452
knowledgeable,2.402036485574599
knowing,1.4703815993604927
known,0.3488171756203467
kooky,0.46924072001971345
kosher,0.7779215678632629
lame,0.5432043235854096
lanky,2.367349308702463
large,0.44030743581893567
last,0.07694181755645409
lasting,0.13385128895972428
late,1.1520182944653659
lavish,0.8556255676897322
lawful,0.5017037415415135
lazy,1.8629938892054854
leading,0.20554882707823474
lean,0.8862433904575371
leafy,0.1380146760277364
left,0.5309446190114697
legal,0.39326727005121237
legitimate,0.8837482349251814
light,1.3771374462856427
lighthearted,2.017923915382149
likable,1.3602950566103698
likely,0.7585914510149515
limited,2.0612134038429493
limp,0.17878146912295922
limping,0.055582652015994
linear,0.960398366068453
lined,0.5334115722500367
liquid,0.22262044068107145
little,1.8503831586075572
live,0.12029539539148432
lively,0.876030240568186
livid,0.40954755784979097
loathsome,0.7919012847203232
lone,2.3545797720797697
lonely,3.6965491613966215
long,0.2909499410083702
long-term,0.3903653722772116
loose,0.9076305512471855
lopsided,1.915239446655264
lost,0.2600720820724391
loud,1.2180216877599885
lovable,2.6715417706222553
lovely,1.4604699764822104
loving,1.6380127443051582
low,0.4510191639577963
loyal,0.7765451233618109
lucky,1.5856312021831822
lumbering,0.0502678115786447
luminous,1.1522889637478304
lumpy,1.9265709122437644
lustrous,1.1425125267645915
luxurious,0.7031848440434777
mad,0.7579952116090893
made-up,0.8588034238676708
magnificent,0.48968327994883176
majestic,0.15068739864324898
major,0.006513407106392695
male,0.18790227970643253
mammoth,0.3255723894022977
married,0.6257321655355766
marvelous,0.543963994348937
masculine,1.3421305284206937
massive,0.842660841685472
mature,0.31293639389064487
meager,3.656910846657467
mealy,0.2007796145309973
mean,2.296641497738083
measly,2.015248231802529
meaty,0.06037621869832734
medical,0.08969248267040912
mediocre,1.6783196556056301
medium,0.0565160932780652
meek,2.9997393674283366
mellow,2.209115248636884
melodic,0.9149174379513609
memorable,0.9683426000934704
menacing,1.585012996071818
merry,0.8163496055792296
messy,2.425663556322117
metallic,0.03109849418531299
mild,0.5426677332576451
milky,0.08068204167211783
mindless,2.121663638740065
miniature,1.3065053145761267
minor,0.3159180741007848
minty,0.007401893017616316
miserable,1.916363140448777
miserly,1.1849323337839759
misguided,1.472298434160251
misty,1.481568006952987
mixed,0.31130772322546124
modern,0.9454552100856197
modest,1.344892071633821
moist,0.2901824425437624
monstrous,1.8427013621674548
monthly,1.0892530586035203
monumental,0.388826095494286
moral,1.3281741655857875
mortified,1.0349403909501784
motherly,1.0509043535098508
motionless,1.183606525932904
mountainous,0.16187756749567667
muddy,0.4779458027286492
muffled,2.5802324410994375
multicolored,0.471845272302784
mundane,2.0479515400310873
murky,0.5606648551127946
mushy,0.5167285127109468
musty,1.1946919911293383
muted,2.4591629361865346
mysterious,2.3022626244270916
naive,2.9433934437263427
narrow,0.6790825285317428
nasty,1.7456525899178899
natural,0.7846904925278072
naughty,2.0474707663677054
nautical,0.4202405136211262
near,0.340816155018434
neat,2.003394200053133
necessary,1.7176323196293977
needy,0.7376150856015689
negative,1.2579686678742694
neglected,0.7237235747309708
negligible,1.780549698390433
neighboring,0.622056126520561
nervous,2.019908484009551
new,1.1927077025145327
next,0.4662108502579641
nice,1.7556356338477224
nifty,1.4757632078206249
nimble,0.663800606020358
nippy,1.8658945372235969
nocturnal,1.1394973795356678
noisy,1.3406616165080842
nonstop,1.8830831985754286
normal,1.5196313216823492
notable,0.2696869626830591
noted,0.20297210925641165
noteworthy,0.43500319325232417
novel,1.6270421151601429
noxious,2.007951080812229
numb,0.9208081723747733
nutritious,0.009038869240772456
nutty,0.4096025609712995
obedient,1.0531857928213846
obese,2.168626051855203
oblong,0.4397412107029954
oily,0.09395709689058278
obvious,1.9323746724999795
occasional,1.1895159617715552
odd,2.5122703423285797
oddball,2.6077675478028737
offbeat,3.714738697319684
offensive,1.5197013011467784
official,0.4051751538930103
old,0.8778319016732117
old-fashioned,1.6875529552610988
only,1.029992421081667
open,0.6290170476665633
optimal,1.8390525035048162
optimistic,2.005184478577711
opulent,0.4831295001395456
orange,0.037199955237389365
orderly,1.611508962209043
organic,0.04510788495742009
ornate,0.7230238249372413
ornery,0.5224945916526088
ordinary,2.3050240836353444
original,0.7506314253769378
other,0.4812551917608145
our,0.9807249221311262
outlying,0.8902324488516937
outgoing,2.285109064747125
outlandish,1.2263223830044692
outrageous,1.8156947356156614
outstanding,0.6302510012389902
oval,0.41777043531440455
overcooked,0.38548834409403643
overdue,0.12252490428723344
overjoyed,0.4316731731918557
overlooked,2.7292461911760273
palatable,0.48300674393482884
pale,1.0225825568165896
paltry,0.5564207995711492
parallel,0.37179112188212105
parched,0.011718048070556259
partial,0.7973799653408343
passionate,1.0114685055894534
past,0.6424225278511312
pastel,0.07155860612620644
peaceful,0.4594985271774992
peppery,0.013698138447680579
perfect,1.8141789081793052
perfumed,0.7404337319374947
periodic,0.45145596851836495
perky,2.318968101824414
personal,1.4462876833111937
pertinent,0.8281997329293097
pesky,1.3505869617513693
pessimistic,2.311191114490398
petty,1.0424291852101675
phony,1.0370652448246285
physical,0.9746261831851256
piercing,0.9551375020667012
pink,0.5661579685956273
pitiful,0.9962683563700627
plain,0.721680139397927
plaintive,2.5639200210833866
plastic,1.9421397240101386
playful,1.3409953033640936
pleasant,1.0638649249153158
pleased,1.0438652907269135
pleasing,0.7820064159803267
plump,0.635598883005233
plush,0.35849356213156014
polished,0.7004538759976
polite,1.6324761785502528
political,0.005722617014627438
pointed,0.8535288410534666
pointless,3.986256920495022
poised,1.8102218170792082
poor,0.2596656288798574
popular,0.012007796847127763
portly,0.592160366648015
posh,0.9374588092909333
positive,0.9331559400233107
possible,1.3743515126154158
potable,0.30641892249298963
powerful,1.3692932408122358
powerless,2.432914848128738
practical,1.343998550843935
precious,1.5723535613928081
present,0.008580254564431072
prestigious,0.5413064140758769
pretty,1.8535256704472505
previous,0.6286719195777978
pricey,0.2688003310951136
prickly,2.3154347742102517
primary,0.016846836262005907
prime,0.4522869078482261
pristine,0.1195596463171817
private,1.2210329967129299
prize,0.0011272791933564712
probable,0.7358612518878825
productive,0.847968029024926
profitable,0.6571191437248641
profuse,0.7942355681094466
proper,0.7400013250655321
proud,0.8449774154076747
prudent,1.3866977970732575
punctual,1.084196336622844
pungent,0.12085723119841128
puny,1.3835161785723442
pure,0.7282478221634737
purple,0.28032289501856394
pushy,1.94478543838308
putrid,0.008286608006067725
puzzled,2.6521629237645503
puzzling,0.9079374788467428
quaint,0.7901606781886871
qualified,0.48255753699521103
quarrelsome,0.9490343474822148
quarterly,1.387996679509798
queasy,0.25800314162117843
querulous,1.2703565899320275
questionable,1.004665676363047
quick,1.503069336692119
quick-witted,2.131719965602106
quiet,1.5641004951858024
quintessential,0.35192692161922956
quirky,2.7350720855739787
quixotic,1.8151790898403604
quizzical,0.7928849237842067
radiant,0.3254952599011451
ragged,0.8946794398260506
rapid,0.25451346171300165
rare,1.0386031279851438
rash,0.4764811879934781
raw,0.5771657761415333
recent,0.14523489889334834
reckless,2.3738523374288545
rectangular,0.704499337953081
ready,1.2552878273911054
real,1.0647672629035452
realistic,2.8842738384314255
reasonable,1.855154514387633
red,0.28936510731841314
reflecting,0.961987568490887
regal,0.0010277192892738764
regular,0.5556539577937848
reliable,1.3722609588103885
relieved,0.817947179737567
remarkable,0.5855668058916064
remorseful,1.778721639493781
remote,0.9491179178463033
repentant,0.05371557407749692
required,1.2505602581690063
respectful,1.587023646482789
responsible,1.2410640997409617
repulsive,2.4588345742519264
revolving,1.8931200824689216
rewarding,1.384746194038436
rich,0.4471835509827438
rigid,1.5430696097291752
right,0.8722419985069372
ringed,1.4011988534190651
ripe,0.041273345598847454
roasted,0.05050468175657222
robust,0.7272867158661597
rosy,1.0833893999716104
rotating,1.1011116816039503
rotten,0.859549999247874
rough,0.785476923211526
round,0.6228527004859594
rowdy,0.08573320438107342
royal,0.02176443861659493
rubbery,0.4015206716621899
rundown,0.758198905808863
ruddy,0.4081664832025053
rude,1.9652503065936056
runny,0.46503682996410217
rural,0.13752977309399475
rusty,0.7744271129124191
sad,1.2404748192814505
safe,1.1293247647936657
salty,0.0016539090257467427
same,1.6183801461137182
sandy,0.22041791187810142
sane,0.9823047170729292
sarcastic,2.70207998055804
sardonic,0.06196439534240793
satisfied,1.4912070046636778
scaly,0.546591910217356
scarce,1.3365102961914768
scared,1.7973502147042375
scary,2.123460565437069
scented,0.5771105595351049
scholarly,0.5873458035402642
scientific,0.6225027598271737
scornful,1.205858211218918
scratchy,1.8080644869945282
scrawny,1.1308270548728745
second,0.025741368764809557
secondary,0.04560877651079598
second-hand,2.0270758205326764
secret,1.8490441418551997
self-assured,2.2701651592277656
self-reliant,2.6334190440503256
selfish,3.430806146640368
sentimental,2.4069621084323494
separate,0.9716953346734921
serene,1.2029753668149772
serious,0.822595881872328
serpentine,0.2674769060876511
several,1.0702361993889555
severe,0.10265583623475297
shabby,1.0383060109631783
shadowy,2.7346407689583847
shady,1.9465105544966839
shallow,1.2500002052934573
shameful,1.750537432403723
shameless,1.683511435101143
sharp,1.0651501653079596
shimmering,1.0207481454074225
shiny,1.2130670897719804
shocked,0.6338470313849823
shocking,0.8168285719372022
shoddy,0.9079437808338254
short,0.5010593357662015
short-term,1.1659303674807284
showy,0.8871565061000747
shrill,0.7984228978934435
shy,2.028215485206691
sick,0.19885429942109942
silent,1.0961994480762929
silky,0.09683705126322856
silly,2.976328682588418
silver,0.024618716973021964
similar,4.09573907341034
simple,1.4423677091130973
simplistic,3.0002238849281166
sinful,1.069423152406913
single,0.33439922211084094
sizzling,1.2708600791454772
skeletal,0.09385294753322466
skinny,2.381804137720992
sleepy,1.1983591857462106
slight,1.090240403222074
slim,1.4269801186657114
slimy,1.1812020925853677
slippery,1.0512439719197928
slow,1.0691823128192894
slushy,1.0934813317371894
small,0.9474644581865685
smart,1.993311446397704
smoggy,0.9977968482655704
smooth,0.7111597948918141
smug,1.1607161450780097
snappy,2.0231452206218115
snarling,0.41667273276843486
sneaky,3.194403295501645
sniveling,0.5631952324668192
snoopy,0.5784069246082529
sociable,2.031118227131596
soft,0.9493372211659086
soggy,0.699612351287343
solid,0.6705479241092346
somber,0.9292961178197351
some,0.5661666384376168
spherical,0.91100621269004
sophisticated,1.8629030811904526
sore,0.21062240387012104
sorrowful,0.9977165137502308
soulful,1.4720709476542357
soupy,0.9604445010668994
sour,0.3872451806419992
Spanish,0.08268949918659527
sparkling,0.7245160693214596
sparse,1.6762650936317065
specific,1.595138000448927
spectacular,0.43345543020211075
speedy,0.645444377433348
spicy,0.049165160335645094
spiffy,1.732556236743039
spirited,1.5698812622413532
spiteful,2.1812381251595228
splendid,0.805997647984432
spotless,0.756815155076241
spotted,0.12337604295155392
spry,0.45180337994758196
square,0.023498979652209113
squeaky,1.3344195172179436
squiggly,1.2236762576444307
stable,0.7893713057662374
staid,0.9913760664085859
stained,0.390377528814201
stale,0.6669207302320538
standard,0.10818379294422377
starchy,0.013660807051275323
stark,1.7105460535678358
starry,0.5372656510865721
steep,0.26743456474520283
sticky,0.5514843315542262
stiff,0.7053022597129232
stimulating,3.5819740420975124
stingy,0.44642808281129936
stormy,1.3854640286607334
straight,1.963238053114593
strange,2.564688884597132
steel,0.0044251077452923905
strict,1.1529875102192921
strident,0.7645613538919721
striking,0.3374041984668988
striped,0.3476002144177119
strong,0.7200321157142405
studious,2.197266268531271
stunning,0.9818651433793238
stupendous,1.6498898317813304
stupid,2.331399106002571
sturdy,1.326567746878553
stylish,0.9465809555204003
subdued,0.9587477646608604
submissive,1.3409625661799875
substantial,0.8943692575098602
subtle,2.1777437027196993
suburban,0.7223862820624241
sudden,1.5821275140475792
sugary,0.027383534784105434
sunny,1.354054143075819
super,0.132411517247426
superb,0.5151517609252156
superficial,1.5495639829688264
superior,1.1902705870373071
supportive,0.759860564638746
